City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Athens,2004,Aquatics,Diving,"TIAN, Liang",CHN,Men,10m platform,M,Bronze
Athens,2004,Aquatics,Diving,"HU, Jia",CHN,Men,10m platform,M,Gold
Athens,2004,Aquatics,Diving,"HELM, Mathew",AUS,Men,10m platform,M,Silver
Athens,2004,Aquatics,Diving,"TOURKY, Loudy",AUS,Women,10m platform,W,Bronze
Athens,2004,Aquatics,Diving,"NEWBERY, Chantelle",AUS,Women,10m platform,W,Gold
Athens,2004,Aquatics,Diving,"LAO, Lishi",CHN,Women,10m platform,W,Silver
Athens,2004,Aquatics,Diving,"SAUTIN, Dmitry",RUS,Men,3m springboard,M,Bronze
Athens,2004,Aquatics,Diving,"PENG, Bo",CHN,Men,3m springboard,M,Gold
Athens,2004,Aquatics,Diving,"DESPATIE, Alexandre",CAN,Men,3m springboard,M,Silver
Athens,2004,Aquatics,Diving,"PAKHALINA, Ioulia",RUS,Women,3m springboard,W,Bronze
Athens,2004,Aquatics,Diving,"GUO, Jingjing",CHN,Women,3m springboard,W,Gold
Athens,2004,Aquatics,Diving,"WU, Minxia",CHN,Women,3m springboard,W,Silver
Athens,2004,Aquatics,Diving,"HELM, Mathew",AUS,Men,synchronized diving 10m platform,M,Bronze
Athens,2004,Aquatics,Diving,"NEWBERY, Robert",AUS,Men,synchronized diving 10m platform,M,Bronze
Athens,2004,Aquatics,Diving,"TIAN, Liang",CHN,Men,synchronized diving 10m platform,M,Gold
Athens,2004,Aquatics,Diving,"YANG, Jinghui",CHN,Men,synchronized diving 10m platform,M,Gold
Athens,2004,Aquatics,Diving,"TAYLOR, Leon",GBR,Men,synchronized diving 10m platform,M,Silver
Athens,2004,Aquatics,Diving,"WATERFIELD, Peter",GBR,Men,synchronized diving 10m platform,M,Silver
Athens,2004,Aquatics,Diving,"HARTLEY, Blythe",CAN,Women,synchronized diving 10m platform,W,Bronze
Athens,2004,Aquatics,Diving,"HEYMANS, Emilie",CAN,Women,synchronized diving 10m platform,W,Bronze
Athens,2004,Aquatics,Diving,"LAO, Lishi",CHN,Women,synchronized diving 10m platform,W,Gold
Athens,2004,Aquatics,Diving,"LI, Ting",CHN,Women,synchronized diving 10m platform,W,Gold
Athens,2004,Aquatics,Diving,"GONCHAROVA, Natalia",RUS,Women,synchronized diving 10m platform,W,Silver
Athens,2004,Aquatics,Diving,"KOLTUNOVA, Yulia",RUS,Women,synchronized diving 10m platform,W,Silver
Athens,2004,Aquatics,Diving,"BARNETT, Steven",AUS,Men,synchronized diving 3m springboard,M,Bronze
Athens,2004,Aquatics,Diving,"NEWBERY, Robert",AUS,Men,synchronized diving 3m springboard,M,Bronze
Athens,2004,Aquatics,Diving,"BIMIS, Thomas",GRE,Men,synchronized diving 3m springboard,M,Gold
Athens,2004,Aquatics,Diving,"SIRANIDIS, Nikolaos",GRE,Men,synchronized diving 3m springboard,M,Gold
Athens,2004,Aquatics,Diving,"SCHELLENBERG, Tobias",GER,Men,synchronized diving 3m springboard,M,Silver
Athens,2004,Aquatics,Diving,"WELS, Andreas",GER,Men,synchronized diving 3m springboard,M,Silver
Athens,2004,Aquatics,Diving,"LASHKO, Irina",AUS,Women,synchronized diving 3m springboard,W,Bronze
Athens,2004,Aquatics,Diving,"NEWBERY, Chantelle",AUS,Women,synchronized diving 3m springboard,W,Bronze
Athens,2004,Aquatics,Diving,"GUO, Jingjing",CHN,Women,synchronized diving 3m springboard,W,Gold
Athens,2004,Aquatics,Diving,"WU, Minxia",CHN,Women,synchronized diving 3m springboard,W,Gold
Athens,2004,Aquatics,Diving,"ILYINA, Vera",RUS,Women,synchronized diving 3m springboard,W,Silver
Athens,2004,Aquatics,Diving,"PAKHALINA, Ioulia",RUS,Women,synchronized diving 3m springboard,W,Silver
Athens,2004,Aquatics,Swimming,"MORITA, Tomomi",JPN,Men,100m backstroke,M,Bronze
Athens,2004,Aquatics,Swimming,"PEIRSOL, Aaron",USA,Men,100m backstroke,M,Gold
Athens,2004,Aquatics,Swimming,"ROGAN, Markus",AUT,Men,100m backstroke,M,Silver
Athens,2004,Aquatics,Swimming,"MANAUDOU, Laure",FRA,Women,100m backstroke,W,Bronze
Athens,2004,Aquatics,Swimming,"COUGHLIN, Natalie",USA,Women,100m backstroke,W,Gold
Athens,2004,Aquatics,Swimming,"COVENTRY, Kirsty",ZIM,Women,100m backstroke,W,Silver
Athens,2004,Aquatics,Swimming,"DUBOSCQ, Hugues",FRA,Men,100m breaststroke,M,Bronze
Athens,2004,Aquatics,Swimming,"KITAJIMA, Kosuke",JPN,Men,100m breaststroke,M,Gold
Athens,2004,Aquatics,Swimming,"HANSEN, Brendan",USA,Men,100m breaststroke,M,Silver
Athens,2004,Aquatics,Swimming,"JONES, Leisel",AUS,Women,100m breaststroke,W,Bronze
Athens,2004,Aquatics,Swimming,"LUO, Xuejuan",CHN,Women,100m breaststroke,W,Gold
Athens,2004,Aquatics,Swimming,"HANSON, Brooke",AUS,Women,100m breaststroke,W,Silver
Athens,2004,Aquatics,Swimming,"SERDINOV, Andriy",UKR,Men,100m butterfly,M,Bronze
Athens,2004,Aquatics,Swimming,"PHELPS, Michael",USA,Men,100m butterfly,M,Gold
Athens,2004,Aquatics,Swimming,"CROCKER, Ian",USA,Men,100m butterfly,M,Silver
Athens,2004,Aquatics,Swimming,"DE BRUIJN, Inge",NED,Women,100m butterfly,W,Bronze
Athens,2004,Aquatics,Swimming,"THOMAS, Petria",AUS,Women,100m butterfly,W,Gold
Athens,2004,Aquatics,Swimming,"JEDRZEJCZAK, Otylia",POL,Women,100m butterfly,W,Silver
Athens,2004,Aquatics,Swimming,"THORPE, Ian",AUS,Men,100m freestyle,M,Bronze
Athens,2004,Aquatics,Swimming,"VAN DEN HOOGENBAND, Pieter",NED,Men,100m freestyle,M,Gold
Athens,2004,Aquatics,Swimming,"SCHOEMAN, Roland",RSA,Men,100m freestyle,M,Silver
Athens,2004,Aquatics,Swimming,"COUGHLIN, Natalie",USA,Women,100m freestyle,W,Bronze
Athens,2004,Aquatics,Swimming,"HENRY, Jodie",AUS,Women,100m freestyle,W,Gold
Athens,2004,Aquatics,Swimming,"DE BRUIJN, Inge",NED,Women,100m freestyle,W,Silver
Athens,2004,Aquatics,Swimming,"DAVIES, David",GBR,Men,1500m freestyle,M,Bronze
Athens,2004,Aquatics,Swimming,"HACKETT, Grant",AUS,Men,1500m freestyle,M,Gold
Athens,2004,Aquatics,Swimming,"JENSEN, Larsen",USA,Men,1500m freestyle,M,Silver
Athens,2004,Aquatics,Swimming,"FLOREA, Razvan Ionut",ROU,Men,200m backstroke,M,Bronze
Athens,2004,Aquatics,Swimming,"PEIRSOL, Aaron",USA,Men,200m backstroke,M,Gold
Athens,2004,Aquatics,Swimming,"ROGAN, Markus",AUT,Men,200m backstroke,M,Silver
Athens,2004,Aquatics,Swimming,"BUSCHSCHULTE, Antje",GER,Women,200m backstroke,W,Bronze
Athens,2004,Aquatics,Swimming,"NAKAMURA, Reiko",JPN,Women,200m backstroke,W,Bronze
Athens,2004,Aquatics,Swimming,"COVENTRY, Kirsty",ZIM,Women,200m backstroke,W,Gold
Athens,2004,Aquatics,Swimming,"KOMAROVA, Stanislava",RUS,Women,200m backstroke,W,Silver
Athens,2004,Aquatics,Swimming,"HANSEN, Brendan",USA,Men,200m breaststroke,M,Bronze
Athens,2004,Aquatics,Swimming,"KITAJIMA, Kosuke",JPN,Men,200m breaststroke,M,Gold
Athens,2004,Aquatics,Swimming,"GYURTA, Daniel",HUN,Men,200m breaststroke,M,Silver
Athens,2004,Aquatics,Swimming,"POLESKA, Anne",GER,Women,200m breaststroke,W,Bronze
Athens,2004,Aquatics,Swimming,"BEARD, Amanda",USA,Women,200m breaststroke,W,Gold
Athens,2004,Aquatics,Swimming,"JONES, Leisel",AUS,Women,200m breaststroke,W,Silver
Athens,2004,Aquatics,Swimming,"PARRY, Stephen",GBR,Men,200m butterfly,M,Bronze
Athens,2004,Aquatics,Swimming,"PHELPS, Michael",USA,Men,200m butterfly,M,Gold
Athens,2004,Aquatics,Swimming,"YAMAMOTO, Takashi",JPN,Men,200m butterfly,M,Silver
Athens,2004,Aquatics,Swimming,"NAKANISHI, Yuko",JPN,Women,200m butterfly,W,Bronze
Athens,2004,Aquatics,Swimming,"JEDRZEJCZAK, Otylia",POL,Women,200m butterfly,W,Gold
Athens,2004,Aquatics,Swimming,"THOMAS, Petria",AUS,Women,200m butterfly,W,Silver
Athens,2004,Aquatics,Swimming,"PHELPS, Michael",USA,Men,200m freestyle,M,Bronze
Athens,2004,Aquatics,Swimming,"THORPE, Ian",AUS,Men,200m freestyle,M,Gold
Athens,2004,Aquatics,Swimming,"VAN DEN HOOGENBAND, Pieter",NED,Men,200m freestyle,M,Silver
Athens,2004,Aquatics,Swimming,"FIGUES, Solenne",FRA,Women,200m freestyle,W,Bronze
Athens,2004,Aquatics,Swimming,"POTEC, Camelia",ROU,Women,200m freestyle,W,Gold
Athens,2004,Aquatics,Swimming,"PELLEGRINI, Federica",ITA,Women,200m freestyle,W,Silver
Athens,2004,Aquatics,Swimming,"BOVELL, George",TRI,Men,200m individual medley,M,Bronze
Athens,2004,Aquatics,Swimming,"PHELPS, Michael",USA,Men,200m individual medley,M,Gold
Athens,2004,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,200m individual medley,M,Silver
Athens,2004,Aquatics,Swimming,"COVENTRY, Kirsty",ZIM,Women,200m individual medley,W,Bronze
Athens,2004,Aquatics,Swimming,"KLOCHKOVA, Yana",UKR,Women,200m individual medley,W,Gold
Athens,2004,Aquatics,Swimming,"BEARD, Amanda",USA,Women,200m individual medley,W,Silver
Athens,2004,Aquatics,Swimming,"KELLER, Klete",USA,Men,400m freestyle,M,Bronze
Athens,2004,Aquatics,Swimming,"THORPE, Ian",AUS,Men,400m freestyle,M,Gold
Athens,2004,Aquatics,Swimming,"HACKETT, Grant",AUS,Men,400m freestyle,M,Silver
Athens,2004,Aquatics,Swimming,"SANDENO, Kaitlin",USA,Women,400m freestyle,W,Bronze
Athens,2004,Aquatics,Swimming,"MANAUDOU, Laure",FRA,Women,400m freestyle,W,Gold
Athens,2004,Aquatics,Swimming,"JEDRZEJCZAK, Otylia",POL,Women,400m freestyle,W,Silver
Athens,2004,Aquatics,Swimming,"CSEH, Laszlo",HUN,Men,400m individual medley,M,Bronze
Athens,2004,Aquatics,Swimming,"PHELPS, Michael",USA,Men,400m individual medley,M,Gold
Athens,2004,Aquatics,Swimming,"VENDT, Erik",USA,Men,400m individual medley,M,Silver
Athens,2004,Aquatics,Swimming,"BARDACH, Georgina",ARG,Women,400m individual medley,W,Bronze
Athens,2004,Aquatics,Swimming,"KLOCHKOVA, Yana",UKR,Women,400m individual medley,W,Gold
Athens,2004,Aquatics,Swimming,"SANDENO, Kaitlin",USA,Women,400m individual medley,W,Silver
Athens,2004,Aquatics,Swimming,"CROCKER, Ian",USA,Men,4x100m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"DUSING, Nate",USA,Men,4x100m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"HALL, Gary Jr.",USA,Men,4x100m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"LEZAK, Jason",USA,Men,4x100m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"PHELPS, Michael",USA,Men,4x100m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"WALKER, Neil",USA,Men,4x100m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"WOODWARD, Gabe",USA,Men,4x100m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"FERNS, Lyndon",RSA,Men,4x100m freestyle relay,M,Gold
Athens,2004,Aquatics,Swimming,"NEETHLING, Ryk",RSA,Men,4x100m freestyle relay,M,Gold
Athens,2004,Aquatics,Swimming,"SCHOEMAN, Roland",RSA,Men,4x100m freestyle relay,M,Gold
Athens,2004,Aquatics,Swimming,"TOWNSEND, Darian",RSA,Men,4x100m freestyle relay,M,Gold
Athens,2004,Aquatics,Swimming,"KENKHUIS, Johan",NED,Men,4x100m freestyle relay,M,Silver
Athens,2004,Aquatics,Swimming,"VAN DEN HOOGENBAND, Pieter",NED,Men,4x100m freestyle relay,M,Silver
Athens,2004,Aquatics,Swimming,"VEENS, Mark Hermanus",NED,Men,4x100m freestyle relay,M,Silver
Athens,2004,Aquatics,Swimming,"ZASTROW, Mitja",NED,Men,4x100m freestyle relay,M,Silver
Athens,2004,Aquatics,Swimming,"ZWERING, Klaas-Erik",NED,Men,4x100m freestyle relay,M,Silver
Athens,2004,Aquatics,Swimming,"DE BRUIJN, Inge",NED,Women,4x100m freestyle relay,W,Bronze
Athens,2004,Aquatics,Swimming,"DEKKER, Inge",NED,Women,4x100m freestyle relay,W,Bronze
Athens,2004,Aquatics,Swimming,"GROOT, Chantal",NED,Women,4x100m freestyle relay,W,Bronze
Athens,2004,Aquatics,Swimming,"KOSTEN, Annabel",NED,Women,4x100m freestyle relay,W,Bronze
Athens,2004,Aquatics,Swimming,"VELDHUIS, Marleen",NED,Women,4x100m freestyle relay,W,Bronze
Athens,2004,Aquatics,Swimming,"HENRY, Jodie",AUS,Women,4x100m freestyle relay,W,Gold
Athens,2004,Aquatics,Swimming,"MILLS, Alice",AUS,Women,4x100m freestyle relay,W,Gold
Athens,2004,Aquatics,Swimming,"RYAN, Sarah",AUS,Women,4x100m freestyle relay,W,Gold
Athens,2004,Aquatics,Swimming,"THOMAS, Petria",AUS,Women,4x100m freestyle relay,W,Gold
Athens,2004,Aquatics,Swimming,"TRICKETT, Lisbeth",AUS,Women,4x100m freestyle relay,W,Gold
Athens,2004,Aquatics,Swimming,"BENKO, Lindsay",USA,Women,4x100m freestyle relay,W,Silver
Athens,2004,Aquatics,Swimming,"CORREIA, Maritza",USA,Women,4x100m freestyle relay,W,Silver
Athens,2004,Aquatics,Swimming,"COUGHLIN, Natalie",USA,Women,4x100m freestyle relay,W,Silver
Athens,2004,Aquatics,Swimming,"JOYCE, Kara Lynn",USA,Women,4x100m freestyle relay,W,Silver
Athens,2004,Aquatics,Swimming,"LANNE, Colleen",USA,Women,4x100m freestyle relay,W,Silver
Athens,2004,Aquatics,Swimming,"THOMPSON, Jenny",USA,Women,4x100m freestyle relay,W,Silver
Athens,2004,Aquatics,Swimming,"WEIR, Amanda",USA,Women,4x100m freestyle relay,W,Silver
Athens,2004,Aquatics,Swimming,"KITAJIMA, Kosuke",JPN,Men,4x100m medley relay,M,Bronze
Athens,2004,Aquatics,Swimming,"MORITA, Tomomi",JPN,Men,4x100m medley relay,M,Bronze
Athens,2004,Aquatics,Swimming,"OKUMURA, Yoshihiro",JPN,Men,4x100m medley relay,M,Bronze
Athens,2004,Aquatics,Swimming,"YAMAMOTO, Takashi",JPN,Men,4x100m medley relay,M,Bronze
Athens,2004,Aquatics,Swimming,"CROCKER, Ian",USA,Men,4x100m medley relay,M,Gold
Athens,2004,Aquatics,Swimming,"GANGLOFF, Mark",USA,Men,4x100m medley relay,M,Gold
Athens,2004,Aquatics,Swimming,"HANSEN, Brendan",USA,Men,4x100m medley relay,M,Gold
Athens,2004,Aquatics,Swimming,"KRAYZELBURG, Lenny",USA,Men,4x100m medley relay,M,Gold
Athens,2004,Aquatics,Swimming,"LEZAK, Jason",USA,Men,4x100m medley relay,M,Gold
Athens,2004,Aquatics,Swimming,"PEIRSOL, Aaron",USA,Men,4x100m medley relay,M,Gold
Athens,2004,Aquatics,Swimming,"PHELPS, Michael",USA,Men,4x100m medley relay,M,Gold
Athens,2004,Aquatics,Swimming,"WALKER, Neil",USA,Men,4x100m medley relay,M,Gold
Athens,2004,Aquatics,Swimming,"CONRAD, Lars",GER,Men,4x100m medley relay,M,Silver
Athens,2004,Aquatics,Swimming,"DRIESEN, Steffen",GER,Men,4x100m medley relay,M,Silver
Athens,2004,Aquatics,Swimming,"KRUPPA, Jens",GER,Men,4x100m medley relay,M,Silver
Athens,2004,Aquatics,Swimming,"MEEUW, Helge",GER,Men,4x100m medley relay,M,Silver
Athens,2004,Aquatics,Swimming,"RUPPRATH, Thomas",GER,Men,4x100m medley relay,M,Silver
Athens,2004,Aquatics,Swimming,"BUSCHSCHULTE, Antje",GER,Women,4x100m medley relay,W,Bronze
Athens,2004,Aquatics,Swimming,"GOTZ, Daniela",GER,Women,4x100m medley relay,W,Bronze
Athens,2004,Aquatics,Swimming,"POEWE, Sarah",GER,Women,4x100m medley relay,W,Bronze
Athens,2004,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Women,4x100m medley relay,W,Bronze
Athens,2004,Aquatics,Swimming,"HANSON, Brooke",AUS,Women,4x100m medley relay,W,Gold
Athens,2004,Aquatics,Swimming,"HENRY, Jodie",AUS,Women,4x100m medley relay,W,Gold
Athens,2004,Aquatics,Swimming,"JONES, Leisel",AUS,Women,4x100m medley relay,W,Gold
Athens,2004,Aquatics,Swimming,"MILLS, Alice",AUS,Women,4x100m medley relay,W,Gold
Athens,2004,Aquatics,Swimming,"ROONEY, Giaan",AUS,Women,4x100m medley relay,W,Gold
Athens,2004,Aquatics,Swimming,"SCHIPPER, Jess",AUS,Women,4x100m medley relay,W,Gold
Athens,2004,Aquatics,Swimming,"THOMAS, Petria",AUS,Women,4x100m medley relay,W,Gold
Athens,2004,Aquatics,Swimming,"BEARD, Amanda",USA,Women,4x100m medley relay,W,Silver
Athens,2004,Aquatics,Swimming,"COPE, Haley",USA,Women,4x100m medley relay,W,Silver
Athens,2004,Aquatics,Swimming,"COUGHLIN, Natalie",USA,Women,4x100m medley relay,W,Silver
Athens,2004,Aquatics,Swimming,"JOYCE, Kara Lynn",USA,Women,4x100m medley relay,W,Silver
Athens,2004,Aquatics,Swimming,"KIRK, Tara",USA,Women,4x100m medley relay,W,Silver
Athens,2004,Aquatics,Swimming,"KOMISARZ, Rachel",USA,Women,4x100m medley relay,W,Silver
Athens,2004,Aquatics,Swimming,"THOMPSON, Jenny",USA,Women,4x100m medley relay,W,Silver
Athens,2004,Aquatics,Swimming,"WEIR, Amanda",USA,Women,4x100m medley relay,W,Silver
Athens,2004,Aquatics,Swimming,"BREMBILLA, Emiliano",ITA,Men,4x200m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"CAPPELLAZZO, Federico",ITA,Men,4x200m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"CERCATO, Simone",ITA,Men,4x200m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"MAGNINI, Filippo",ITA,Men,4x200m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"PELLICIARI, Matteo",ITA,Men,4x200m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"ROSOLINO, Massimiliano",ITA,Men,4x200m freestyle relay,M,Bronze
Athens,2004,Aquatics,Swimming,"GOLDBLATT, Scott",USA,Men,4x200m freestyle relay,M,Gold
Athens,2004,Aquatics,Swimming,"KELLER, Klete",USA,Men,4x200m freestyle relay,M,Gold
Athens,2004,Aquatics,Swimming,"KETCHUM, Dan",USA,Men,4x200m freestyle relay,M,Gold
Athens,2004,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,4x200m freestyle relay,M,Gold
Athens,2004,Aquatics,Swimming,"PHELPS, Michael",USA,Men,4x200m freestyle relay,M,Gold
Athens,2004,Aquatics,Swimming,"VANDERKAAY, Peter",USA,Men,4x200m freestyle relay,M,Gold
Athens,2004,Aquatics,Swimming,"HACKETT, Grant",AUS,Men,4x200m freestyle relay,M,Silver
Athens,2004,Aquatics,Swimming,"KLIM, Michael",AUS,Men,4x200m freestyle relay,M,Silver
Athens,2004,Aquatics,Swimming,"MATKOVICH, Antony",AUS,Men,4x200m freestyle relay,M,Silver
Athens,2004,Aquatics,Swimming,"PEARSON, Todd",AUS,Men,4x200m freestyle relay,M,Silver
Athens,2004,Aquatics,Swimming,"SPRENGER, Nicholas",AUS,Men,4x200m freestyle relay,M,Silver
Athens,2004,Aquatics,Swimming,"STEVENS, Craig",AUS,Men,4x200m freestyle relay,M,Silver
Athens,2004,Aquatics,Swimming,"THORPE, Ian",AUS,Men,4x200m freestyle relay,M,Silver
Athens,2004,Aquatics,Swimming,"BUSCHSCHULTE, Antje",GER,Women,4x200m freestyle relay,W,Bronze
Athens,2004,Aquatics,Swimming,"DALLMANN, Petra",GER,Women,4x200m freestyle relay,W,Bronze
Athens,2004,Aquatics,Swimming,"GOETZ, Janina Kristin",GER,Women,4x200m freestyle relay,W,Bronze
Athens,2004,Aquatics,Swimming,"HARSTICK, Sara",GER,Women,4x200m freestyle relay,W,Bronze
Athens,2004,Aquatics,Swimming,"STOCKBAUER, Hannah",GER,Women,4x200m freestyle relay,W,Bronze
Athens,2004,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Women,4x200m freestyle relay,W,Bronze
Athens,2004,Aquatics,Swimming,"BENKO, Lindsay",USA,Women,4x200m freestyle relay,W,Gold
Athens,2004,Aquatics,Swimming,"COUGHLIN, Natalie",USA,Women,4x200m freestyle relay,W,Gold
Athens,2004,Aquatics,Swimming,"JEFFREY, Rhi",USA,Women,4x200m freestyle relay,W,Gold
Athens,2004,Aquatics,Swimming,"KOMISARZ, Rachel",USA,Women,4x200m freestyle relay,W,Gold
Athens,2004,Aquatics,Swimming,"PIPER, Carly",USA,Women,4x200m freestyle relay,W,Gold
Athens,2004,Aquatics,Swimming,"SANDENO, Kaitlin",USA,Women,4x200m freestyle relay,W,Gold
Athens,2004,Aquatics,Swimming,"VOLLMER, Dana",USA,Women,4x200m freestyle relay,W,Gold
Athens,2004,Aquatics,Swimming,"LI, Ji",CHN,Women,4x200m freestyle relay,W,Silver
Athens,2004,Aquatics,Swimming,"PANG, Jiaying",CHN,Women,4x200m freestyle relay,W,Silver
Athens,2004,Aquatics,Swimming,"XU, Yanwei",CHN,Women,4x200m freestyle relay,W,Silver
Athens,2004,Aquatics,Swimming,"YANG, Yu",CHN,Women,4x200m freestyle relay,W,Silver
Athens,2004,Aquatics,Swimming,"ZHU, Yingwen",CHN,Women,4x200m freestyle relay,W,Silver
Athens,2004,Aquatics,Swimming,"SCHOEMAN, Roland",RSA,Men,50m freestyle,M,Bronze
Athens,2004,Aquatics,Swimming,"HALL, Gary Jr.",USA,Men,50m freestyle,M,Gold
Athens,2004,Aquatics,Swimming,"DRAGANJA, Duje",CRO,Men,50m freestyle,M,Silver
Athens,2004,Aquatics,Swimming,"TRICKETT, Lisbeth",AUS,Women,50m freestyle,W,Bronze
Athens,2004,Aquatics,Swimming,"DE BRUIJN, Inge",NED,Women,50m freestyle,W,Gold
Athens,2004,Aquatics,Swimming,"METELLA, Malia",FRA,Women,50m freestyle,W,Silver
Athens,2004,Aquatics,Swimming,"MUNZ, Diana",USA,Women,800m freestyle,W,Bronze
Athens,2004,Aquatics,Swimming,"SHIBATA, Ai",JPN,Women,800m freestyle,W,Gold
Athens,2004,Aquatics,Swimming,"MANAUDOU, Laure",FRA,Women,800m freestyle,W,Silver
Athens,2004,Aquatics,Synchronized S.,"BARTOSIK, Alison",USA,Women,duet,W,Bronze
Athens,2004,Aquatics,Synchronized S.,"KOZLOVA, Anna",USA,Women,duet,W,Bronze
Athens,2004,Aquatics,Synchronized S.,"DAVYDOVA, Anastasia",RUS,Women,duet,W,Gold
Athens,2004,Aquatics,Synchronized S.,"ERMAKOVA, Anastasia",RUS,Women,duet,W,Gold
Athens,2004,Aquatics,Synchronized S.,"TACHIBANA, Miya",JPN,Women,duet,W,Silver
Athens,2004,Aquatics,Synchronized S.,"TAKEDA, Miho",JPN,Women,duet,W,Silver
Athens,2004,Aquatics,Synchronized S.,"BARTOSIK, Alison",USA,Women,team,W,Bronze
Athens,2004,Aquatics,Synchronized S.,"CROW, Tamara",USA,Women,team,W,Bronze
Athens,2004,Aquatics,Synchronized S.,"DOBRATZ, Erin",USA,Women,team,W,Bronze
Athens,2004,Aquatics,Synchronized S.,"JASONTEK, Rebecca",USA,Women,team,W,Bronze
Athens,2004,Aquatics,Synchronized S.,"KOZLOVA, Anna",USA,Women,team,W,Bronze
Athens,2004,Aquatics,Synchronized S.,"LOWE, Sara",USA,Women,team,W,Bronze
Athens,2004,Aquatics,Synchronized S.,"MCFALL, Lauren",USA,Women,team,W,Bronze
Athens,2004,Aquatics,Synchronized S.,"NESBITT, Stephanie",USA,Women,team,W,Bronze
Athens,2004,Aquatics,Synchronized S.,"ZANOTTO, Kendra",USA,Women,team,W,Bronze
Athens,2004,Aquatics,Synchronized S.,"AZAROVA, Elena",RUS,Women,team,W,Gold
Athens,2004,Aquatics,Synchronized S.,"BRUSNIKINA, Olga",RUS,Women,team,W,Gold
Athens,2004,Aquatics,Synchronized S.,"DAVYDOVA, Anastasia",RUS,Women,team,W,Gold
Athens,2004,Aquatics,Synchronized S.,"ERMAKOVA, Anastasia",RUS,Women,team,W,Gold
Athens,2004,Aquatics,Synchronized S.,"GROMOVA, Maria",RUS,Women,team,W,Gold
Athens,2004,Aquatics,Synchronized S.,"KHASYANOVA, Elvira",RUS,Women,team,W,Gold
Athens,2004,Aquatics,Synchronized S.,"KISSELEVA, Maria",RUS,Women,team,W,Gold
Athens,2004,Aquatics,Synchronized S.,"NOVOKSHCHENOVA, Olga",RUS,Women,team,W,Gold
Athens,2004,Aquatics,Synchronized S.,"SHORINA, Anna",RUS,Women,team,W,Gold
Athens,2004,Aquatics,Synchronized S.,"FUJIMARU, Michiyo",JPN,Women,team,W,Silver
Athens,2004,Aquatics,Synchronized S.,"HARADA, Saho",JPN,Women,team,W,Silver
Athens,2004,Aquatics,Synchronized S.,"KAWASHIMA, Naoko",JPN,Women,team,W,Silver
Athens,2004,Aquatics,Synchronized S.,"KITAO, Kanako",JPN,Women,team,W,Silver
Athens,2004,Aquatics,Synchronized S.,"SUZUKI, Emiko",JPN,Women,team,W,Silver
Athens,2004,Aquatics,Synchronized S.,"TACHIBANA, Miya",JPN,Women,team,W,Silver
Athens,2004,Aquatics,Synchronized S.,"TAKEDA, Miho",JPN,Women,team,W,Silver
Athens,2004,Aquatics,Synchronized S.,"TATSUMI, Juri",JPN,Women,team,W,Silver
Athens,2004,Aquatics,Synchronized S.,"YONEDA, Yoko",JPN,Women,team,W,Silver
Athens,2004,Aquatics,Water polo,"BALASHOV, Roman",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"CHOMAKHIDZE, Revaz",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"ERYSHOV, Alexandre",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"FEDOROV, Alexander",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"GARBOUZOV, Serguei",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"GORSHKOV, Dmitry",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"KOZLOV, Nikolai",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"MAKSIMOV, Nikolay",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"REKETCHINSKI, Andrei",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"STRATAN, Dmitry",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"YURCHIK, Vitaly",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"ZAKIROV, Marat",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"ZINNUROV, Irek",RUS,Men,water polo,M,Bronze
Athens,2004,Aquatics,Water polo,"BENEDEK, Tibor",HUN,Men,water polo,M,Gold
